label,total_minutes,switch_count,longest_session_minutes,productive_minutes,productive_ratio,tod_morning_minutes,tod_afternoon_minutes,tod_evening_minutes,tod_night_minutes,study_minutes,social_minutes,entertainment_minutes,productivity_minutes,travel_minutes,category_count,category_entropy
study_block,693.63,4.83,228.84,632.45,0.9118,121.58,290.57,223.44,45.24,424.87,54.16,33.96,207.58,34.25,5,1.655355
study_block,732.1,3.77,231.72,597.7,0.8164,116.82,324.51,244.26,55.25,444.26,45.26,50.73,153.44,33.61,5,1.630244
study_block,743.5,5.39,256.97,654.5,0.8803,126.42,279.74,227.72,68.68,445.58,48.59,34.6,208.92,26.88,5,1.589997
study_block,655.91,3.22,264.08,557.77,0.8504,149.91,289.89,242.0,51.16,407.55,35.03,31.37,150.22,27.97,5,1.543782
study_block,675.79,3.37,231.66,640.96,0.9485,133.77,315.93,207.2,45.89,469.19,29.65,24.96,171.77,15.76,4,1.373466
study_block,677.7,3.04,221.29,607.05,0.8958,145.09,324.64,206.05,65.32,403.93,52.88,34.87,203.12,26.31,5,1.645238
study_block,703.05,4.93,259.65,609.65,0.8672,149.41,328.63,254.88,71.45,452.99,60.7,33.76,156.66,18.76,4,1.543898
study_block,772.97,3.63,242.46,553.9,0.7166,134.38,328.62,217.23,46.39,395.23,60.27,49.44,158.67,17.6,4,1.665772
study_block,736.24,4.89,272.37,587.26,0.7976,145.47,328.1,249.29,51.28,405.13,55.43,34.49,182.13,14.28,4,1.582064
study_block,661.4,4.44,250.55,617.46,0.9336,129.94,297.86,221.09,56.22,427.65,29.34,40.28,189.81,31.03,5,1.570172
study_block,747.23,4.25,222.2,626.94,0.839,117.66,282.18,248.16,56.88,447.25,36.66,36.83,179.69,35.11,5,1.57458
study_block,692.84,2.9,225.04,645.38,0.9315,127.56,291.09,234.2,58.96,461.1,60.68,35.97,184.28,26.21,5,1.598418
study_block,736.96,3.65,230.77,602.14,0.8171,118.29,308.72,222.95,47.47,424.09,41.72,49.74,178.05,20.61,5,1.600779
study_block,767.96,2.71,222.3,619.64,0.8069,116.81,281.8,221.46,54.08,431.02,55.29,53.65,188.62,15.36,4,1.626019
study_block,764.18,4.76,264.39,611.15,0.7997,148.14,270.51,219.97,69.67,444.68,52.4,55.94,166.47,36.96,5,1.688651
study_block,759.64,4.04,265.67,596.65,0.7854,114.57,293.85,216.35,67.47,422.3,47.88,44.97,174.35,24.33,5,1.623606
study_block,716.42,4.88,238.78,628.42,0.8772,116.27,316.21,239.9,51.29,431.27,54.27,47.12,197.16,24.07,5,1.648916
study_block,713.0,2.53,268.62,607.16,0.8516,144.71,290.39,225.96,65.57,434.68,47.79,28.11,172.48,35.64,5,1.590728
study_block,706.47,5.27,229.22,634.55,0.8982,149.92,289.82,236.49,63.09,452.29,38.74,24.74,182.26,31.85,5,1.515166
study_block,735.1,3.07,226.52,668.17,0.9089,133.06,297.09,249.74,47.8,459.36,34.35,36.5,208.81,25.83,5,1.528697
study_block,664.6,2.71,277.78,586.16,0.882,120.49,283.98,237.98,47.1,434.23,51.8,39.64,151.92,17.48,4,1.551967
study_block,658.04,2.83,252.19,591.79,0.8993,129.04,274.13,252.75,70.97,431.48,57.95,37.15,160.31,16.77,4,1.567995
study_block,668.19,5.32,255.25,582.39,0.8716,130.11,311.09,218.77,45.22,406.45,52.55,39.19,175.93,27.49,5,1.652324
study_block,669.98,5.14,247.61,569.07,0.8494,133.35,314.24,219.4,71.43,395.12,56.07,40.83,173.95,34.85,5,1.710892
study_block,713.88,3.03,234.95,638.72,0.8947,147.6,313.99,227.89,72.32,446.03,37.71,43.62,192.7,32.44,5,1.600652
distraction,623.02,14.64,75.12,175.98,0.2825,91.68,200.81,233.86,195.57,73.43,181.2,256.57,102.55,84.82,5,2.153039
distraction,629.11,13.63,80.66,214.14,0.3404,93.04,177.55,202.69,180.42,69.67,153.7,324.58,144.47,53.06,5,2.041705
distraction,673.19,18.13,65.87,172.27,0.2559,80.43,160.73,249.2,167.9,48.66,167.48,269.3,123.61,79.84,5,2.10087
distraction,724.76,13.84,82.82,149.01,0.2056,113.66,163.53,186.26,152.04,69.24,153.39,256.81,79.78,88.0,5,2.13005
distraction,642.95,13.92,64.32,174.09,0.2708,88.67,156.72,232.25,160.13,71.73,120.43,303.72,102.36,77.1,5,2.075636
distraction,715.41,15.34,62.33,218.63,0.3056,82.1,155.23,239.07,198.7,86.83,159.87,299.48,131.81,85.88,5,2.150338
distraction,757.19,15.02,57.69,155.43,0.2053,106.76,166.03,246.76,200.78,63.73,121.4,272.95,91.7,89.57,5,2.110014
distraction,739.48,16.37,57.58,140.09,0.1894,88.28,182.09,250.72,153.46,53.39,144.1,244.69,86.69,63.09,5,2.086228
distraction,628.48,15.75,52.64,149.98,0.2386,112.6,187.5,210.83,149.71,62.83,143.15,263.46,87.15,65.57,5,2.086065
distraction,629.34,18.94,84.02,177.0,0.2812,86.86,202.95,226.99,213.7,60.08,183.82,244.16,116.92,71.45,5,2.131952
distraction,715.34,18.3,62.72,221.96,0.3103,114.06,179.11,208.46,187.6,78.9,163.56,264.88,143.07,75.41,5,2.164411
distraction,695.31,14.4,74.65,183.96,0.2646,115.87,170.44,236.65,198.01,64.12,131.27,287.87,119.84,89.54,5,2.118511
distraction,701.56,13.23,86.94,149.21,0.2127,103.92,202.29,236.75,168.01,48.0,135.76,248.65,101.22,58.18,5,2.071538
distraction,640.06,14.73,50.95,205.41,0.3209,113.88,171.56,201.96,182.75,77.18,151.46,322.98,128.23,75.92,5,2.092297
distraction,753.19,15.29,62.87,170.63,0.2265,97.69,155.3,245.89,149.9,78.25,163.11,299.76,92.38,74.32,5,2.088988
distraction,624.64,17.99,87.27,161.63,0.2587,89.45,158.91,235.75,166.8,76.72,129.3,243.26,84.91,73.71,5,2.146345
distraction,719.9,16.81,60.87,144.6,0.2009,111.25,159.0,253.08,172.88,57.25,132.43,260.68,87.35,67.93,5,2.081668
distraction,620.2,17.76,50.79,177.44,0.2861,95.26,197.7,238.12,209.51,67.07,166.44,303.43,110.37,82.78,5,2.09731
distraction,697.13,15.25,74.24,178.51,0.2561,82.88,161.83,217.85,155.83,52.64,133.01,276.73,125.87,68.14,5,2.080101
distraction,624.13,18.64,88.82,155.69,0.2495,94.93,179.48,229.87,186.18,45.64,165.77,279.23,110.05,87.03,5,2.082906
distraction,663.58,15.62,60.21,186.45,0.281,116.52,191.11,220.67,179.2,46.94,141.94,285.9,139.51,57.77,5,2.0417
distraction,713.93,13.21,82.53,200.39,0.2807,105.24,188.82,233.82,190.17,79.82,179.86,301.21,120.56,59.69,5,2.088812
distraction,637.04,18.05,50.49,190.45,0.299,110.84,187.22,249.18,172.84,67.77,132.8,289.19,122.67,88.07,5,2.124052
distraction,695.51,14.52,62.09,201.35,0.2895,118.71,187.92,211.8,166.56,90.05,128.22,273.07,111.3,83.19,5,2.160757
distraction,664.09,15.07,55.71,214.76,0.3234,109.95,201.5,212.86,166.57,88.82,121.22,292.26,125.94,81.07,5,2.138393
distraction,767.66,16.93,79.32,160.93,0.2096,86.83,173.73,234.28,158.86,85.82,119.89,297.67,75.11,71.0,5,2.060661
distraction,622.76,14.1,80.37,198.97,0.3195,90.37,200.11,213.62,188.88,92.42,172.01,251.71,106.55,52.36,5,2.132551
distraction,702.4,15.05,73.43,175.05,0.2492,99.12,188.64,192.06,149.27,88.42,135.52,269.0,86.63,61.07,5,2.107639
distraction,725.32,13.04,74.12,161.13,0.2222,119.48,193.07,250.25,178.13,45.36,184.13,243.72,115.77,70.89,5,2.09639
distraction,650.67,18.65,76.6,167.43,0.2573,95.14,157.86,209.92,168.12,66.47,177.31,324.95,100.95,82.67,5,2.062723
distraction,608.03,16.61,84.76,191.73,0.3153,91.18,189.96,242.05,170.79,67.85,165.77,314.92,123.88,55.55,5,2.046188
distraction,701.3,18.75,82.5,186.21,0.2655,80.67,173.01,188.2,201.53,77.94,143.92,251.91,108.26,89.45,5,2.179415
distraction,648.59,15.57,87.26,184.69,0.2848,117.23,204.34,245.0,208.36,67.22,143.01,290.13,117.47,53.25,5,2.06101
distraction,722.17,18.14,70.19,148.35,0.2054,85.11,194.84,206.09,192.11,59.69,125.02,281.8,88.66,72.88,5,2.064332
distraction,688.77,14.45,58.47,175.5,0.2548,110.13,187.99,191.26,175.44,88.74,146.24,245.41,86.76,76.51,5,2.165189
distraction,718.84,14.55,69.05,193.04,0.2685,115.9,161.15,194.5,182.42,53.01,178.19,303.97,140.03,58.82,5,2.044102
distraction,720.57,16.6,75.76,172.95,0.24,95.08,190.87,236.52,171.72,49.52,176.04,318.86,123.42,80.65,5,2.049869
distraction,705.58,13.53,53.57,208.02,0.2948,109.62,201.86,237.12,153.13,73.09,171.59,255.12,134.93,54.63,5,2.123793
distraction,656.19,16.21,83.88,229.45,0.3497,119.19,170.98,210.55,192.55,87.67,155.38,235.15,141.78,52.48,5,2.162325
distraction,733.38,15.76,55.79,188.1,0.2565,117.72,196.86,219.99,176.9,70.99,130.55,270.58,117.11,71.53,5,2.125126
distraction,698.26,14.85,89.61,173.87,0.249,84.94,204.84,234.46,178.48,52.29,171.09,298.27,121.57,73.96,5,2.067118
distraction,739.16,17.97,58.42,194.04,0.2625,109.31,195.52,234.03,148.68,69.75,141.37,323.3,124.29,63.33,5,2.050296
distraction,745.78,18.09,89.64,163.08,0.2187,101.92,171.87,232.45,214.32,53.95,142.43,323.6,109.13,76.37,5,2.029151
distraction,726.39,18.14,65.75,176.5,0.243,85.24,192.61,225.63,201.36,64.55,134.81,297.67,111.95,57.8,5,2.049883
distraction,742.97,14.75,55.79,187.51,0.2524,88.73,192.42,236.47,145.64,80.48,126.46,247.38,107.03,77.84,5,2.170555
distraction,720.67,15.56,83.67,196.27,0.2723,117.04,159.8,253.19,157.57,73.78,184.19,248.28,122.48,88.02,5,2.178334
distraction,599.44,15.42,51.36,214.52,0.3579,89.63,179.43,233.16,211.82,94.01,156.54,322.28,120.51,75.08,5,2.11119
distraction,707.5,18.19,76.01,187.19,0.2646,91.01,187.66,210.71,153.4,63.77,170.67,294.27,123.43,81.11,5,2.108621
distraction,604.87,16.44,60.95,191.28,0.3162,109.81,194.72,197.68,178.89,69.46,150.68,237.07,121.82,72.92,5,2.168986
distraction,706.03,17.77,57.4,181.68,0.2573,112.51,155.99,223.92,182.55,66.68,121.96,240.71,115.0,86.36,5,2.171948
distraction,736.2,13.74,80.12,180.75,0.2455,118.63,199.88,197.65,186.94,69.43,155.93,299.24,111.32,81.6,5,2.104554
distraction,622.39,13.97,72.5,203.77,0.3274,114.06,156.75,253.59,180.43,72.74,123.61,246.59,131.04,58.25,5,2.136625
distraction,655.44,18.68,70.78,176.83,0.2698,111.31,187.96,216.14,185.4,72.22,181.17,235.01,104.61,62.02,5,2.1388
distraction,715.12,13.59,82.79,215.15,0.3009,89.48,164.4,205.98,203.28,71.13,139.65,283.44,144.02,58.39,5,2.098699
distraction,762.34,13.45,60.2,165.23,0.2167,95.27,200.18,213.0,150.83,75.11,140.13,246.56,90.12,74.89,5,2.147979
distraction,635.75,18.97,77.87,189.88,0.2987,87.71,173.61,231.01,202.44,66.27,152.51,241.35,123.62,79.31,5,2.168696
distraction,698.89,16.62,53.1,151.73,0.2171,84.98,160.5,223.39,149.62,65.98,184.47,274.03,85.74,51.04,5,2.039628
distraction,705.23,13.06,65.09,161.49,0.229,118.75,173.93,192.35,209.79,63.14,134.13,313.2,98.35,59.03,5,2.015482
distraction,621.63,17.2,84.62,177.87,0.2861,102.06,185.37,247.76,156.95,81.42,172.49,279.07,96.46,71.16,5,2.11665
distraction,760.37,16.57,83.99,163.64,0.2152,99.07,161.38,185.66,180.95,64.48,166.89,322.12,99.16,71.27,5,2.040725
distraction,617.99,18.85,78.3,152.83,0.2473,89.96,185.44,234.48,157.82,51.32,166.48,239.76,101.52,79.02,5,2.123908
distraction,767.52,18.29,82.56,195.08,0.2542,92.21,197.9,251.32,173.46,84.92,134.31,273.5,110.16,87.67,5,2.160938
distraction,646.29,13.34,79.74,130.07,0.2013,102.17,179.64,246.2,212.35,49.51,166.1,320.04,80.56,56.6,5,1.952219
distraction,666.32,18.33,77.92,196.59,0.295,96.22,185.81,248.76,197.21,70.43,148.58,281.35,126.16,89.92,5,2.146238
distraction,718.55,17.94,85.21,207.61,0.2889,101.12,185.46,227.52,212.53,80.13,132.1,301.51,127.48,88.03,5,2.131448
distraction,711.41,16.08,88.1,200.74,0.2822,96.91,173.95,211.13,152.93,89.1,130.75,241.76,111.65,83.58,5,2.198274
distraction,754.53,14.76,58.52,170.23,0.2256,109.52,183.44,200.22,166.34,57.49,168.65,245.61,112.74,61.97,5,2.110346
distraction,757.96,15.93,64.23,209.95,0.277,104.62,171.43,209.77,145.36,77.15,117.48,276.68,132.8,74.71,5,2.133141
distraction,750.24,16.09,56.15,154.13,0.2054,84.95,179.37,195.89,190.96,54.31,122.09,279.28,99.82,53.39,5,2.027194
distraction,630.7,13.65,67.54,160.72,0.2548,113.57,163.09,209.76,175.38,64.77,144.98,251.4,95.95,82.46,5,2.141094
distraction,654.66,17.46,86.04,177.42,0.271,86.41,164.95,218.55,191.57,88.53,128.27,238.62,88.89,65.78,5,2.158171
distraction,637.84,17.59,85.27,179.56,0.2815,100.07,201.18,244.01,172.22,66.05,170.99,299.29,113.51,63.0,5,2.069162
distraction,609.75,14.42,77.13,126.87,0.2081,93.69,203.82,236.62,175.4,50.39,125.89,280.0,76.48,80.7,5,2.040959
distraction,642.1,14.5,80.67,197.56,0.3077,114.57,204.71,202.31,202.44,69.3,132.34,248.72,128.26,70.45,5,2.152615
distraction,625.71,18.96,73.65,212.02,0.3388,105.38,166.47,194.26,147.69,80.32,164.08,280.21,131.7,57.25,5,2.113847
distraction,768.27,15.44,62.26,196.3,0.2555,105.33,166.57,208.53,178.54,91.45,158.15,243.18,104.84,52.04,5,2.141446
distraction,681.78,15.51,62.79,173.49,0.2545,81.9,157.04,188.65,197.13,77.19,133.85,260.25,96.3,64.04,5,2.120515
distraction,628.16,15.18,62.17,207.2,0.3298,83.88,155.68,223.62,205.34,68.6,122.05,251.64,138.59,87.93,5,2.170815
distraction,649.62,16.9,58.4,182.36,0.2807,95.36,199.36,194.13,196.98,82.06,169.52,282.6,100.3,64.86,5,2.106554
distraction,611.66,18.55,53.0,213.18,0.3485,101.86,172.14,235.77,214.28,74.33,160.8,252.14,138.85,78.19,5,2.173331
distraction,626.36,18.26,84.14,159.11,0.254,116.27,203.76,247.64,176.39,81.04,128.42,284.54,78.07,60.1,5,2.060791
distraction,719.12,13.13,73.97,170.28,0.2368,107.87,161.45,188.18,184.63,90.54,144.33,318.82,79.74,70.15,5,2.0546
distraction,732.99,18.83,56.62,206.54,0.2818,110.03,174.21,239.56,173.06,79.69,142.82,296.62,126.85,84.81,5,2.136023
distraction,638.87,17.74,68.22,140.4,0.2198,108.31,181.25,206.24,160.42,54.2,130.25,297.7,86.2,85.17,5,2.047019
distraction,717.49,13.89,85.34,159.59,0.2224,117.09,168.52,240.34,189.97,72.61,118.19,256.44,86.98,51.56,5,2.078178
distraction,634.82,15.21,53.33,198.59,0.3128,108.22,182.46,235.55,173.58,86.17,115.1,266.27,112.42,74.21,5,2.146949
distraction,700.07,18.79,57.07,140.24,0.2003,118.86,181.87,253.51,199.47,61.23,172.11,309.15,79.01,58.77,5,1.99736
distraction,730.49,16.81,72.04,177.53,0.243,112.67,166.03,203.82,185.72,50.32,141.74,293.84,127.2,84.8,5,2.08317
distraction,735.39,18.41,53.75,168.54,0.2292,87.26,164.25,245.36,158.22,82.64,131.22,300.37,85.89,64.75,5,2.062469
distraction,678.29,15.37,74.31,201.8,0.2975,82.78,158.6,202.17,208.64,81.47,116.47,249.66,120.33,57.11,5,2.136708
distraction,764.67,15.27,50.83,161.89,0.2117,113.06,193.17,230.11,148.06,50.01,165.87,307.72,111.87,74.13,5,2.043196
distraction,634.7,18.75,54.25,134.16,0.2114,109.45,171.92,234.52,159.16,49.18,158.92,236.21,84.98,88.65,5,2.120284
distraction,676.48,13.34,77.68,179.25,0.265,105.1,161.15,242.74,152.2,73.14,126.42,264.86,106.1,56.18,5,2.098436
distraction,643.41,15.56,55.9,204.13,0.3173,106.21,166.29,246.53,171.93,70.58,124.93,317.1,133.55,50.96,5,2.028555
distraction,749.16,18.74,64.29,169.01,0.2256,104.63,160.92,249.63,209.39,86.14,126.87,244.91,82.87,54.07,5,2.116854
distraction,751.21,13.9,76.69,162.69,0.2166,92.06,195.88,209.39,152.27,75.23,152.13,288.97,87.46,77.18,5,2.095263
distraction,754.92,13.01,87.32,218.39,0.2893,85.95,187.79,207.42,172.34,78.09,171.75,299.02,140.3,53.05,5,2.085181
distraction,719.84,14.67,53.62,192.77,0.2678,119.79,164.09,211.95,167.35,84.28,119.71,287.01,108.49,88.38,5,2.136883
distraction,666.29,16.92,59.84,183.65,0.2756,96.75,179.86,222.36,182.27,79.67,170.55,265.01,103.98,82.09,5,2.153634
distraction,737.85,17.49,78.12,179.9,0.2438,89.41,155.14,254.57,146.2,64.23,144.53,287.01,115.67,77.74,5,2.105234
distraction,690.51,18.2,82.76,232.34,0.3365,91.79,162.21,244.73,213.03,92.88,119.17,266.44,139.46,83.95,5,2.180574
distraction,754.33,17.22,65.1,190.07,0.252,81.05,203.25,211.02,194.1,57.12,118.91,247.4,132.95,88.48,5,2.152621
distraction,709.29,13.47,53.08,182.31,0.257,102.77,195.69,195.48,157.77,48.69,175.93,237.72,133.62,64.61,5,2.110666
distraction,723.84,17.69,77.81,206.3,0.285,91.47,162.79,246.68,147.25,82.41,135.97,272.04,123.9,63.49,5,2.131288
distraction,725.2,16.32,83.18,145.93,0.2012,116.77,180.09,234.65,174.66,70.16,173.29,296.19,75.76,85.04,5,2.072515
distraction,618.22,16.71,58.76,205.16,0.3319,87.35,192.3,224.15,203.92,93.66,183.45,246.26,111.51,58.47,5,2.152956
distraction,736.98,17.82,75.87,165.35,0.2244,87.79,160.42,190.45,187.22,68.42,159.93,309.45,96.92,56.59,5,2.030862
distraction,742.39,17.54,62.36,141.16,0.1901,102.07,186.92,187.27,163.84,46.4,152.91,240.88,94.75,73.88,5,2.099862
distraction,765.8,18.66,50.34,187.7,0.2451,94.27,169.12,212.87,158.64,73.24,170.32,239.11,114.46,62.58,5,2.147871
distraction,725.33,17.45,54.04,224.45,0.3095,112.3,162.51,226.1,171.75,81.28,164.19,243.76,143.17,66.29,5,2.173043
distraction,695.54,13.56,78.74,182.91,0.263,115.38,195.37,230.8,198.82,87.6,125.61,276.68,95.31,85.41,5,2.141879
distraction,618.99,15.05,81.41,204.32,0.3301,93.56,173.02,244.92,175.16,93.18,166.01,293.63,111.14,87.21,5,2.153092
distraction,750.32,13.91,75.11,185.84,0.2477,99.9,195.24,194.98,205.93,83.71,129.62,289.93,102.13,53.0,5,2.07062
distraction,688.48,18.6,56.46,223.15,0.3241,91.2,173.17,191.25,157.54,93.45,121.1,243.47,129.7,62.55,5,2.173278
distraction,728.95,13.84,54.96,166.03,0.2278,102.75,156.98,245.13,173.07,57.9,132.92,313.9,108.13,76.01,5,2.045208
distraction,744.26,15.24,77.29,174.89,0.235,100.24,168.14,246.29,192.78,90.86,140.67,311.04,84.03,88.08,5,2.097566
distraction,701.71,18.12,61.63,204.07,0.2908,86.33,174.96,190.11,172.18,77.19,132.14,308.91,126.87,50.32,5,2.049223
distraction,673.21,13.51,79.27,157.29,0.2336,116.7,201.12,238.78,158.96,49.68,159.97,316.01,107.61,68.59,5,2.017673
distraction,649.17,14.67,51.53,205.61,0.3167,86.23,178.5,229.82,167.41,60.86,149.04,298.21,144.75,69.05,5,2.086325
distraction,595.64,15.84,52.16,176.67,0.2966,114.72,202.63,232.86,163.89,75.05,180.55,267.53,101.62,67.2,5,2.11655
distraction,704.42,18.23,70.99,129.03,0.1832,106.79,167.97,243.14,151.47,49.18,143.35,261.85,79.85,78.49,5,2.069437
distraction,752.3,15.85,77.55,189.82,0.2523,86.43,189.83,209.83,193.5,62.1,126.52,266.43,127.72,66.76,5,2.109607
distraction,660.04,16.7,62.95,175.31,0.2656,119.45,201.95,237.0,196.57,45.5,156.8,242.0,129.82,76.72,5,2.12127
distraction,646.97,18.82,66.26,159.63,0.2467,100.83,155.18,216.54,203.28,52.53,125.32,312.79,107.11,54.54,5,1.985696
distraction,612.63,15.52,71.84,210.33,0.3433,86.64,173.88,209.37,211.67,67.47,121.82,254.68,142.86,89.16,5,2.167308
distraction,764.91,16.01,84.71,149.85,0.1959,107.97,187.45,216.92,173.73,73.84,171.96,236.46,76.01,85.87,5,2.14896
distraction,653.4,15.57,57.08,183.75,0.2812,103.8,182.14,211.71,204.16,72.12,168.56,245.2,111.62,57.03,5,2.127234
distraction,713.94,18.97,82.24,161.7,0.2265,84.15,187.48,228.14,173.79,66.87,158.43,318.26,94.83,84.28,5,2.064799
distraction,679.35,13.2,61.6,222.49,0.3275,96.83,166.14,216.82,171.68,82.59,121.98,274.97,139.91,73.25,5,2.145025
distraction,625.2,17.92,78.15,152.19,0.2434,109.65,155.38,211.23,160.68,68.48,182.73,317.26,83.71,66.52,5,2.025343
distraction,641.05,14.45,86.01,182.5,0.2847,96.58,155.78,195.74,171.21,88.98,173.69,306.56,93.51,66.59,5,2.084079
distraction,737.01,14.45,88.94,203.0,0.2754,87.71,187.22,243.0,201.09,86.0,138.46,321.32,117.0,89.71,5,2.114527
distraction,694.01,16.1,67.5,170.98,0.2464,83.98,195.06,220.3,189.2,51.44,183.41,250.63,119.54,86.17,5,2.129835
distraction,731.17,14.22,53.73,206.06,0.2818,97.5,186.44,226.53,146.95,87.15,133.22,284.76,118.91,87.95,5,2.156047
distraction,717.36,15.72,75.26,171.54,0.2391,94.32,166.99,247.85,165.78,91.03,141.77,301.81,80.51,55.22,5,2.047436
distraction,686.38,14.65,87.4,186.86,0.2722,105.1,186.92,225.55,152.24,57.26,170.02,304.34,129.6,76.37,5,2.08078
distraction,672.64,15.97,64.46,157.29,0.2338,113.53,174.54,219.37,146.54,74.79,134.77,315.51,82.5,53.71,5,2.001466
distraction,603.24,18.45,82.34,173.3,0.2873,87.19,155.51,197.51,184.71,92.96,163.11,268.77,80.34,62.54,5,2.108762
distraction,699.2,16.28,56.34,189.89,0.2716,109.67,201.33,198.5,147.07,46.57,184.56,278.55,143.31,74.56,5,2.084651
distraction,594.15,14.97,58.79,156.25,0.263,109.11,201.99,203.73,178.71,70.59,175.68,245.33,85.66,58.68,5,2.101655
distraction,761.58,16.08,66.0,176.03,0.2311,87.72,163.65,233.09,207.11,62.43,135.6,302.07,113.6,69.83,5,2.065456
distraction,640.59,18.72,69.51,180.5,0.2818,115.31,176.19,237.3,202.11,64.64,168.65,263.04,115.86,81.76,5,2.14011
distraction,702.12,13.39,56.69,180.42,0.257,81.35,180.57,226.08,165.54,75.36,154.7,268.66,105.05,75.31,5,2.135774
distraction,738.8,14.94,81.64,219.82,0.2975,94.31,158.63,230.99,171.04,77.25,139.66,237.69,142.56,57.2,5,2.156471
distraction,730.31,17.77,85.95,148.42,0.2032,102.47,174.28,227.13,181.91,51.12,115.76,264.6,97.3,68.62,5,2.067682
distraction,608.53,18.36,66.87,176.46,0.29,110.25,170.89,207.41,158.8,58.9,176.84,312.39,117.55,52.99,5,2.020613
distraction,734.49,14.96,65.31,214.25,0.2917,103.06,169.25,230.06,204.93,69.93,144.49,246.17,144.32,56.85,5,2.13601
distraction,767.83,18.51,51.56,185.49,0.2416,105.79,158.47,191.66,201.18,90.58,173.92,271.25,94.91,85.83,5,2.156559
distraction,720.19,16.67,65.73,186.49,0.259,107.86,177.73,244.41,212.7,58.73,143.02,285.08,127.76,62.53,5,2.076529
distraction,611.85,13.63,62.91,181.95,0.2974,107.5,176.78,196.91,158.38,63.7,117.05,239.31,118.26,50.42,5,2.107168
distraction,752.41,14.56,81.4,201.65,0.268,84.43,202.36,190.25,168.05,63.44,184.27,319.07,138.2,84.72,5,2.095951
distraction,700.3,13.76,84.48,179.52,0.2563,110.12,199.39,252.61,173.93,85.62,126.92,247.4,93.89,68.43,5,2.152519
distraction,670.42,14.93,79.23,163.05,0.2432,89.03,168.19,205.74,150.8,51.12,155.45,294.51,111.93,89.05,5,2.082753
distraction,690.53,18.83,52.41,209.81,0.3038,80.53,165.81,242.3,158.15,88.64,166.47,253.53,121.16,53.12,5,2.138663
distraction,608.82,14.87,68.16,171.77,0.2821,86.16,180.23,248.99,160.31,55.43,151.94,312.26,116.34,80.42,5,2.062404
distraction,655.46,14.67,56.57,229.5,0.3501,92.29,198.49,230.39,155.31,93.75,150.94,305.2,135.75,57.52,5,2.104894
distraction,747.72,16.97,68.11,174.09,0.2328,90.62,201.35,190.88,175.2,82.25,177.59,251.83,91.84,51.14,5,2.101619
distraction,617.11,16.89,79.28,180.66,0.2928,96.9,169.7,213.19,186.58,70.11,118.72,259.53,110.55,53.91,5,2.09573
distraction,685.32,14.32,52.13,175.03,0.2554,81.43,168.31,189.61,152.07,69.68,162.68,293.17,105.35,88.36,5,2.116592
distraction,630.76,18.28,60.73,201.12,0.3188,88.23,194.29,209.33,165.16,76.01,142.43,244.12,125.11,79.36,5,2.181721
distraction,697.34,14.83,86.27,163.29,0.2342,89.54,170.76,189.86,158.11,81.69,150.23,298.04,81.6,69.07,5,2.071739
distraction,751.98,14.58,53.08,127.98,0.1702,107.17,197.65,226.58,212.87,52.09,148.22,265.06,75.89,57.1,5,2.02695
distraction,694.97,18.94,83.41,161.74,0.2327,101.01,163.37,195.26,151.57,69.42,122.66,308.7,92.33,72.69,5,2.047918
distraction,644.83,15.92,64.57,188.49,0.2923,80.54,172.63,234.71,207.4,81.81,166.44,324.08,106.68,60.29,5,2.055198
distraction,729.41,17.37,50.83,226.0,0.3098,119.15,197.81,231.16,154.91,87.85,156.7,245.15,138.15,77.43,5,2.197021
distraction,679.61,14.16,88.19,184.09,0.2709,105.55,203.27,246.4,192.52,57.22,183.13,267.35,126.87,79.77,5,2.121812
distraction,751.86,18.33,65.64,209.54,0.2787,96.69,204.7,206.65,147.88,67.46,151.88,258.88,142.08,77.16,5,2.154548
distraction,683.61,17.75,61.54,180.03,0.2633,118.78,179.95,232.99,177.64,62.16,145.34,275.95,117.87,88.73,5,2.130925
distraction,617.04,17.8,50.62,212.0,0.3436,81.64,169.15,226.52,148.72,93.33,161.5,262.33,118.67,61.53,5,2.151471
distraction,645.05,14.7,84.36,187.73,0.291,106.61,193.44,195.85,151.02,66.52,115.04,257.63,121.22,64.01,5,2.116704
distraction,638.72,15.84,64.19,183.57,0.2874,112.47,186.85,214.58,212.68,94.8,155.97,242.26,88.77,58.75,5,2.145962
distraction,607.66,14.93,73.13,154.2,0.2538,107.33,164.98,194.5,183.8,58.06,136.75,285.75,96.14,77.16,5,2.074711
distraction,644.19,18.26,67.48,163.95,0.2545,85.54,177.1,206.93,210.44,49.28,158.98,284.12,114.67,65.04,5,2.054803
distraction,718.27,16.35,88.3,173.36,0.2414,96.84,192.79,228.06,166.17,68.42,144.44,271.92,104.94,51.11,5,2.072293
distraction,633.68,17.53,65.71,154.52,0.2438,96.12,155.3,241.52,206.24,70.61,153.03,285.9,83.91,61.73,5,2.059294
distraction,672.84,13.58,61.62,126.55,0.1881,99.26,171.57,189.26,196.83,47.72,173.09,293.49,78.83,63.34,5,1.993949
distraction,711.39,15.97,58.94,160.68,0.2259,107.03,197.61,206.06,166.76,81.97,129.35,247.97,78.71,79.62,5,2.14741
distraction,768.05,16.62,54.84,154.27,0.2009,83.87,165.21,218.16,203.29,45.32,163.14,245.32,108.95,50.0,5,2.052965
distraction,669.89,18.05,71.87,131.31,0.196,112.87,189.07,245.15,188.2,47.78,143.32,323.44,83.53,82.81,5,1.993358
